codgeo;libgeo;an;pop65p
02490;Monampteuil;2022;28
02491;Monceau-le-Neuf-et-Faucouzy;2022;55
02492;Monceau-lès-Leups;2022;83
02493;Monceau-le-Waast;2022;47
02494;Monceau-sur-Oise;2022;31
02495;Mondrepuis;2022;186
02496;Monnes;2022;12
02497;Mons-en-Laonnois;2022;251
02498;Montaigu;2022;154
02499;Montbavin;2022;8
02500;Montbrehain;2022;172
02501;Montchâlons;2022;19
02502;Montcornet;2022;315
02503;Mont-d'Origny;2022;189
02504;Montescourt-Lizerolles;2022;262
02505;Montfaucon;2022;40
02506;Montgobert;2022;45
02507;Montgru-Saint-Hilaire;2022;10
02508;Monthenault;2022;35
02509;Monthiers;2022;23
02510;Monthurel;2022;31
02511;Montigny-en-Arrouaise;2022;42
02512;Montigny-l'Allier;2022;47
02513;Montigny-le-Franc;2022;40
02514;Montigny-Lengrain;2022;108
02515;Montigny-lès-Condé;2022;13
02516;Montigny-sous-Marle;2022;21
02517;Montigny-sur-Crécy;2022;53
02518;Montlevon;2022;62
02519;Montloué;2022;34
02520;Mont-Notre-Dame;2022;146
02521;Montreuil-aux-Lions;2022;205
02522;Mont-Saint-Jean;2022;17
02523;Mont-Saint-Martin;2022;11
02524;Mont-Saint-Père;2022;140
02525;Morcourt;2022;146
02526;Morgny-en-Thiérache;2022;29
02527;Morsain;2022;78
02528;Mortefontaine;2022;52
02529;Mortiers;2022;39
02530;Moulins;2022;18
02531;Moussy-Verneuil;2022;26
02532;Moÿ-de-l'Aisne;2022;219
02533;Muret-et-Crouttes;2022;19
02534;Muscourt;2022;18
02535;Nampcelles-la-Cour;2022;33
02536;Nampteuil-sous-Muret;2022;30
02537;Nanteuil-la-Fosse;2022;28
02538;Nanteuil-Notre-Dame;2022;14
02539;Nauroy;2022;126
02540;Nesles-la-Montagne;2022;237
02541;Neufchâtel-sur-Aisne;2022;73
02542;Neuflieux;2022;15
02543;Neuilly-Saint-Front;2022;416
02544;Neuve-Maison;2022;117
02545;La Neuville-Bosmont;2022;37
02546;La Neuville-en-Beine;2022;25
02547;La Neuville-Housset;2022;8
02548;La Neuville-lès-Dorengt;2022;83
02549;Neuville-Saint-Amand;2022;212
02550;Neuville-sur-Ailette;2022;23
02551;Neuville-sur-Margival;2022;15
02552;Neuvillette;2022;34
02553;Nizy-le-Comte;2022;47
02554;Nogentel;2022;254
02555;Nogent-l'Artaud;2022;461
02556;Noircourt;2022;17
02557;Noroy-sur-Ourcq;2022;31
02558;Le Nouvion-en-Thiérache;2022;647
02559;Nouvion-et-Catillon;2022;95
02560;Nouvion-le-Comte;2022;55
02561;Nouvion-le-Vineux;2022;39
02562;Nouvron-Vingré;2022;23
02563;Noyales;2022;40
02564;Bernoy-le-Château;2022;204
02565;Œuilly;2022;54
02566;Ognes;2022;299
02567;Ohis;2022;61
02568;Oigny-en-Valois;2022;37
02569;Oisy;2022;73
02570;Ollezy;2022;21
02571;Omissy;2022;155
02572;Orainville;2022;94
02573;Orgeval;2022;19
02574;Origny-en-Thiérache;2022;357
02575;Origny-Sainte-Benoite;2022;336
02576;Osly-Courtil;2022;60
02577;Ostel;2022;19
02578;Oulches-la-Vallée-Foulon;2022;15
02579;Oulchy-la-Ville;2022;24
02580;Oulchy-le-Château;2022;191
02581;Paars;2022;44
02582;Paissy;2022;16
02583;Pancy-Courtecon;2022;15
02584;Papleux;2022;18
02585;Parcy-et-Tigny;2022;41
02586;Parfondeval;2022;47
02587;Parfondru;2022;81
02588;Pargnan;2022;20
02589;Pargny-et-Filain;2022;53
02590;Pargny-la-Dhuys;2022;32
02591;Pargny-les-Bois;2022;29
02592;Parpeville;2022;43
02593;Pasly;2022;293
02594;Passy-en-Valois;2022;10
02595;Passy-sur-Marne;2022;20
02596;Pavant;2022;129
02598;Pernant;2022;150
02599;Pierremande;2022;67
02600;Pierrepont;2022;92
02601;Pignicourt;2022;25
02602;Pinon;2022;367
02604;Pithon;2022;27
02605;Pleine-Selve;2022;32
02606;Le Plessier-Huleu;2022;14
02607;Ploisy;2022;15
02608;Plomion;2022;123
02609;Ployart-et-Vaurseine;2022;5
02610;Pommiers;2022;171
02612;Pont-Arcy;2022;22
02613;Pontavert;2022;96
02614;Pontru;2022;53
02615;Pontruet;2022;72
02616;Pont-Saint-Mard;2022;43
02617;Pouilly-sur-Serre;2022;102
02618;Prémont;2022;121
02619;Prémontré;2022;117
02620;Presles-et-Boves;2022;83
02621;Presles-et-Thierny;2022;98
02622;Priez;2022;8
02623;Prisces;2022;27
02624;Proisy;2022;71
02625;Proix;2022;32
02626;Prouvais;2022;70
02627;Proviseux-et-Plesnoy;2022;19
02628;Puiseux-en-Retz;2022;37
02629;Puisieux-et-Clanlieu;2022;53
02631;Quierzy;2022;78
02632;Quincy-Basse;2022;14
02633;Quincy-sous-le-Mont;2022;9
02634;Raillimont;2022;26
02635;Ramicourt;2022;21
02636;Regny;2022;60
02637;Remaucourt;2022;91
02638;Remies;2022;41
02639;Remigny;2022;64
02640;Renansart;2022;31
02641;Renneval;2022;22
02642;Résigny;2022;43
02643;Ressons-le-Long;2022;165
02644;Retheuil;2022;62
02645;Reuilly-Sauvigny;2022;39
02647;Ribeauville;2022;14
02648;Ribemont;2022;436
02649;Rocourt-Saint-Martin;2022;52
02650;Rocquigny;2022;90
02651;Rogécourt;2022;26
02652;Rogny;2022;19
02653;Romeny-sur-Marne;2022;103
02654;Romery;2022;33
02655;Ronchères;2022;36
02656;Roucy;2022;56
02657;Rougeries;2022;34
02658;Roupy;2022;60
02659;Rouvroy;2022;144
02660;Rouvroy-sur-Serre;2022;15
02661;Royaucourt-et-Chailvet;2022;49
02662;Rozet-Saint-Albin;2022;52
02663;Rozières-sur-Crise;2022;49
02664;Rozoy-Bellevalle;2022;16
02665;Grand-Rozoy;2022;49
02666;Rozoy-sur-Serre;2022;258
02667;Saconin-et-Breuil;2022;45
02668;Sains-Richaumont;2022;223
02670;Saint-Algis;2022;43
02671;Saint-Aubin;2022;58
02672;Saint-Bandry;2022;36
02673;Saint-Christophe-à-Berry;2022;68
02674;Saint-Clément;2022;10
02675;Sainte-Croix;2022;22
02676;Saint-Erme-Outre-et-Ramecourt;2022;329
02677;Saint-Eugène;2022;53
02678;Sainte-Geneviève;2022;14
02679;Saint-Gengoulph;2022;16
02680;Saint-Gobain;2022;656
02681;Saint-Gobert;2022;62
02682;Saint-Mard;2022;26
02683;Saint-Martin-Rivière;2022;18
02684;Saint-Michel;2022;675
02685;Saint-Nicolas-aux-Bois;2022;25
02686;Saint-Paul-aux-Bois;2022;92
02687;Saint-Pierre-Aigle;2022;67
02688;Saint-Pierre-lès-Franqueville;2022;5
02689;Saint-Pierremont;2022;12
02690;Sainte-Preuve;2022;25
02691;Saint-Quentin;2022;11937
02693;Saint-Rémy-Blanzy;2022;37
02694;Saint-Simon;2022;108
02696;Saint-Thomas;2022;12
02697;Samoussy;2022;81
02698;Sancy-les-Cheminots;2022;14
02699;Saponay;2022;44
02701;Saulchery;2022;142
02702;Savy;2022;146
02703;Seboncourt;2022;259
02704;Selens;2022;48
02705;La Selve;2022;41
02706;Septmonts;2022;109
02707;Septvaux;2022;30
02708;Sequehart;2022;27
02709;Serain;2022;73
02710;Seraucourt-le-Grand;2022;149
02711;Serches;2022;40
02712;Sergy;2022;23
02713;Seringes-et-Nesles;2022;50
02714;Sermoise;2022;69
02715;Serval;2022;10
02716;Servais;2022;56
02717;Séry-lès-Mézières;2022;118
02718;Silly-la-Poterie;2022;28
02719;Sinceny;2022;456
02720;Sissonne;2022;383
02721;Sissy;2022;100
02722;Soissons;2022;6531
02723;Soize;2022;20
02724;Sommelans;2022;9
02725;Sommeron;2022;21
02726;Sommette-Eaucourt;2022;31
02727;Sons-et-Ronchères;2022;50
02728;Sorbais;2022;70
02729;Soucy;2022;15
02730;Soupir;2022;50
02731;Le Sourd;2022;43
02732;Surfontaine;2022;19
02734;Taillefontaine;2022;72
02735;Tannières;2022;8
02736;Tartiers;2022;30
02737;Tavaux-et-Pontséricourt;2022;142
02738;Tergnier;2022;2719
02739;Terny-Sorny;2022;48
02740;Thenailles;2022;53
02741;Thenelles;2022;116
02742;Thiernu;2022;24
02743;Le Thuel;2022;35
02744;Torcy-en-Valois;2022;15
02745;Toulis-et-Attencourt;2022;22
02746;Travecy;2022;124
02747;Trefcon;2022;19
02748;Trélou-sur-Marne;2022;215
02749;Troësnes;2022;29
02750;Trosly-Loire;2022;108
02751;Trucy;2022;28
02752;Tugny-et-Pont;2022;58
02753;Tupigny;2022;85
02754;Ugny-le-Gay;2022;43
02755;Urcel;2022;109
02756;Urvillers;2022;143
02757;Vadencourt;2022;120
02758;Vailly-sur-Aisne;2022;542
02759;La Vallée-au-Blé;2022;100
02760;La Vallée-Mulâtre;2022;30
02761;Variscourt;2022;14
02762;Vassens;2022;30
02763;Vasseny;2022;33
02764;Vassogne;2022;15
02765;Vaucelles-et-Beffecourt;2022;49
02766;Vaudesson;2022;31
02767;Vauxrezis;2022;89
02768;Vauxaillon;2022;82
02769;Vaux-Andigny;2022;227
02770;Vauxbuin;2022;252
02772;Vaux-en-Vermandois;2022;23
02773;Vauxtin;2022;12
02774;Vendelles;2022;19
02775;Vendeuil;2022;284
02776;Vendhuile;2022;100
02777;Vendières;2022;30
02778;Vendresse-Beaulne;2022;18
02779;Vénérolles;2022;60
02780;Venizel;2022;253
02781;Verdilly;2022;70
02782;Le Verguier;2022;55
02783;Grand-Verly;2022;19
02784;Petit-Verly;2022;21
02785;Vermand;2022;248
02786;Verneuil-sous-Coucy;2022;37
02787;Verneuil-sur-Serre;2022;49
02788;Versigny;2022;105
02789;Vervins;2022;592
02790;Vesles-et-Caumont;2022;42
02791;Veslud;2022;39
02792;Veuilly-la-Poterie;2022;33
02793;Vézaponin;2022;21
02794;Vézilly;2022;38
02795;Vic-sur-Aisne;2022;367
02796;Vichel-Nanteuil;2022;15
02797;Viel-Arcy;2022;25
02798;Viels-Maisons;2022;165
02799;Vierzy;2022;59
02800;Viffort;2022;51
02801;Vigneux-Hocquet;2022;71
02802;La Ville-aux-Bois-lès-Dizy;2022;35
02803;La Ville-aux-Bois-lès-Pontavert;2022;25
02804;Villemontoire;2022;43
02805;Villeneuve-Saint-Germain;2022;543
02806;Villeneuve-sur-Fère;2022;63
02807;Villequier-Aumont;2022;134
02808;Villeret;2022;40
02809;Villers-Agron-Aiguizy;2022;21
02810;Villers-Cotterêts;2022;2058
02812;Villers-Hélon;2022;37
02813;Villers-le-Sec;2022;34
02814;Villers-lès-Guise;2022;38
02815;Villers-Saint-Christophe;2022;112
02816;Villers-sur-Fère;2022;99
02817;Ville-Savoye;2022;14
02818;Villiers-Saint-Denis;2022;336
02819;Vincy-Reuil-et-Magny;2022;30
02820;Viry-Noureuil;2022;381
02821;Vivaise;2022;157
02822;Vivières;2022;63
02823;Voharies;2022;16
02824;Vorges;2022;111
02826;Voulpaix;2022;91
02827;Voyenne;2022;53
02828;Vregny;2022;28
02829;Vuillery;2022;4
02830;Wassigny;2022;175
02831;Watigny;2022;75
02832;Wiège-Faty;2022;32
02833;Wimy;2022;100
02834;Wissignicourt;2022;35
03001;Abrest;2022;688
03002;Agonges;2022;72
03003;Ainay-le-Château;2022;394
03004;Andelaroche;2022;74
03005;Archignat;2022;62
03006;Arfeuilles;2022;204
03007;Arpheuilles-Saint-Priest;2022;81
03008;Arronnes;2022;83
03009;Aubigny;2022;19
03010;Audes;2022;105
03011;Aurouër;2022;63
03012;Autry-Issards;2022;74
03013;Avermes;2022;1077
03014;Avrilly;2022;53
03015;Bagneux;2022;49
03016;Barberier;2022;37
03017;Barrais-Bussolles;2022;41
03018;Bayet;2022;125
03019;Beaulon;2022;451
03020;Beaune-d'Allier;2022;72
03021;Bègues;2022;58
03022;Bellenaves;2022;332
03023;Bellerive-sur-Allier;2022;3054
03024;Bert;2022;76
03025;Bessay-sur-Allier;2022;289
03026;Besson;2022;191
03027;Bézenet;2022;242
03028;Billezois;2022;66
03029;Billy;2022;240
03030;Biozat;2022;173
03031;Bizeneuille;2022;74
03032;Blomard;2022;57
03033;Bost;2022;24
03034;Boucé;2022;94
03035;Le Bouchaud;2022;56
03036;Bourbon-l'Archambault;2022;928
03037;Braize;2022;68
03038;Bransat;2022;109
03039;Bresnay;2022;83
03040;Bressolles;2022;299
03041;Le Brethon;2022;107
03042;Le Breuil;2022;143
03043;Broût-Vernet;2022;309
03044;Brugheas;2022;377
03045;Busset;2022;183
03046;Buxières-les-Mines;2022;334
03047;La Celle;2022;127
03048;Cérilly;2022;501
03049;Cesset;2022;93
03050;La Chabanne;2022;57
03051;Chambérat;2022;76
03052;Chamblet;2022;234
03053;Chantelle;2022;374
03054;Chapeau;2022;55
03055;La Chapelaude;2022;232
03056;La Chapelle;2022;87
03057;La Chapelle-aux-Chasses;2022;52
03058;Chappes;2022;57
03059;Chareil-Cintrat;2022;93
03060;Charmeil;2022;279
03061;Charmes;2022;81
03062;Charroux;2022;109
03063;Chassenard;2022;222
03064;Château-sur-Allier;2022;56
03065;Châtel-de-Neuvre;2022;134
03066;Châtel-Montagne;2022;115
03067;Châtelperron;2022;31
03068;Châtelus;2022;41
03069;Châtillon;2022;69
03070;Chavenon;2022;32
03071;Chavroches;2022;76
03072;Chazemais;2022;100
03073;Chemilly;2022;179
03074;Chevagnes;2022;193
03075;Chezelle;2022;38
03076;Chézy;2022;30
03077;Chirat-l'Église;2022;26
03078;Chouvigny;2022;96
03079;Cindré;2022;81
03080;Cognat-Lyonne;2022;150
03081;Colombier;2022;102
03082;Commentry;2022;2000
03083;Contigny;2022;144
03084;Cosne-d'Allier;2022;767
03085;Coulandon;2022;134
03086;Coulanges;2022;70
03087;Couleuvre;2022;179
03088;Courçais;2022;71
03089;Coutansouze;2022;58
03090;Couzon;2022;64
03091;Créchy;2022;82
03092;Cressanges;2022;149
03093;Creuzier-le-Neuf;2022;232
03094;Creuzier-le-Vieux;2022;867
03095;Cusset;2022;3647
03096;Deneuille-lès-Chantelle;2022;34
03097;Deneuille-les-Mines;2022;88
03098;Désertines;2022;1364
03099;Deux-Chaises;2022;112
03100;Diou;2022;418
03101;Domérat;2022;2809
03102;Dompierre-sur-Besbre;2022;1003
03103;Le Donjon;2022;427
03104;Doyet;2022;292
03105;Droiturier;2022;103
03106;Durdat-Larequille;2022;286
03107;Ébreuil;2022;411
03108;Échassières;2022;154
03109;Escurolles;2022;158
03110;Espinasse-Vozelle;2022;206
03111;Estivareilles;2022;302
03112;Étroussat;2022;152
03113;Ferrières-sur-Sichon;2022;173
03114;La Ferté-Hauterive;2022;59
03115;Fleuriel;2022;85
03116;Fourilles;2022;54
03117;Franchesse;2022;128
03118;Gannat;2022;1563
03119;Gannay-sur-Loire;2022;118
03120;Garnat-sur-Engièvre;2022;169
03121;Gennetines;2022;142
03122;Gipcy;2022;51
03124;Gouise;2022;38
03125;La Guillermie;2022;36
03126;Hauterive;2022;315
03127;Hérisson;2022;262
03128;Huriel;2022;678
03129;Hyds;2022;103
03130;Isle-et-Bardais;2022;86
03131;Isserpent;2022;138
03132;Jaligny-sur-Besbre;2022;195
03133;Jenzat;2022;132
03134;Laféline;2022;42
03135;Lalizolle;2022;93
03136;Lamaids;2022;42
03137;Langy;2022;58
03138;Lapalisse;2022;1111
03139;Laprugne;2022;114
03140;Lavault-Sainte-Anne;2022;383
03141;Lavoine;2022;49
03142;Lenax;2022;79
03143;Lételon;2022;18
03144;Liernolles;2022;73
03145;Lignerolles;2022;162
03146;Limoise;2022;44
03147;Loddes;2022;53
03148;Loriges;2022;56
03149;Louchy-Montfand;2022;106
03150;Louroux-Bourbonnais;2022;58
03151;Louroux-de-Beaune;2022;52
03152;Louroux-de-Bouble;2022;79
03154;Luneau;2022;76
03155;Lurcy-Lévis;2022;605
03156;Lusigny;2022;385
03157;Magnet;2022;162
03158;Haut-Bocage;2022;179
03159;Malicorne;2022;176
03160;Marcenat;2022;76
03161;Marcillat-en-Combraille;2022;256
03162;Marigny;2022;58
03163;Mariol;2022;184
03164;Le Mayet-d'École;2022;92
03165;Le Mayet-de-Montagne;2022;476
03166;Mazerier;2022;86
03167;Mazirat;2022;74
03168;Meaulne-Vitray;2022;267
03169;Meillard;2022;74
03170;Meillers;2022;36
03171;Mercy;2022;58
03172;Mesples;2022;46
03173;Molinet;2022;316
03174;Molles;2022;179
03175;Monestier;2022;64
03176;Monétay-sur-Allier;2022;132
03177;Monétay-sur-Loire;2022;78
03178;Montaiguët-en-Forez;2022;101
03179;Montaigu-le-Blin;2022;93
03180;Montbeugny;2022;113
03181;Montcombroux-les-Mines;2022;114
03182;Monteignet-sur-l'Andelot;2022;73
03183;Le Montet;2022;207
03184;Montilly;2022;121
03185;Montluçon;2022;9470
03186;Montmarault;2022;512
03187;Montoldre;2022;265
03188;Montord;2022;51
03189;Montvicq;2022;179
03190;Moulins;2022;4908
03191;Murat;2022;64
03192;Nades;2022;45
03193;Nassigny;2022;30
03194;Naves;2022;36
03195;Néris-les-Bains;2022;942
03196;Neuilly-en-Donjon;2022;78
03197;Neuilly-le-Réal;2022;354
03198;Neure;2022;53
03200;Neuvy;2022;494
03201;Nizerolles;2022;75
03202;Noyant-d'Allier;2022;245
03203;Paray-le-Frésil;2022;133
03204;Paray-sous-Briailles;2022;127
03205;Périgny;2022;105
03206;La Petite-Marche;2022;48
03207;Pierrefitte-sur-Loire;2022;143
03208;Le Pin;2022;91
03209;Poëzat;2022;32
03210;Pouzy-Mésangy;2022;118
03211;Prémilhat;2022;782
03212;Quinssaines;2022;327
03213;Reugny;2022;85
03214;Rocles;2022;105
03215;Rongères;2022;128
03216;Ronnet;2022;55
03217;Saint-Angel;2022;169
03218;Saint-Aubin-le-Monial;2022;64
03219;Saint-Bonnet-de-Four;2022;59
03220;Saint-Bonnet-de-Rochefort;2022;157
03221;Saint-Bonnet-Tronçais;2022;301
03222;Saint-Caprais;2022;25
03223;Saint-Christophe-en-Bourbonnais;2022;98
03224;Saint-Clément;2022;84
03225;Saint-Désiré;2022;115
03226;Saint-Didier-en-Donjon;2022;53
03227;Saint-Didier-la-Forêt;2022;59
03228;Saint-Éloy-d'Allier;2022;29
03229;Saint-Ennemond;2022;147
03230;Saint-Étienne-de-Vicq;2022;100
03231;Saint-Fargeol;2022;56
03232;Saint-Félix;2022;62
03233;Saint-Genest;2022;66
03234;Saint-Gérand-de-Vaux;2022;95
03235;Saint-Gérand-le-Puy;2022;299
03236;Saint-Germain-des-Fossés;2022;895
03237;Saint-Germain-de-Salles;2022;113
03238;Saint-Hilaire;2022;140
03239;Saint-Léger-sur-Vouzance;2022;80
03240;Saint-Léon;2022;179
03241;Saint-Léopardin-d'Augy;2022;95
03242;Saint-Loup;2022;164
03243;Saint-Marcel-en-Murat;2022;43
03244;Saint-Marcel-en-Marcillat;2022;36
03245;Saint-Martin-des-Lais;2022;25
03246;Saint-Martinien;2022;135
03247;Saint-Menoux;2022;245
03248;Saint-Nicolas-des-Biefs;2022;60
03249;Saint-Palais;2022;60
03250;Saint-Pierre-Laval;2022;126
03251;Saint-Plaisir;2022;135
03252;Saint-Pont;2022;104
03253;Saint-Pourçain-sur-Besbre;2022;79
03254;Saint-Pourçain-sur-Sioule;2022;1514
03255;Saint-Priest-d'Andelot;2022;24
03256;Saint-Priest-en-Murat;2022;52
03257;Saint-Prix;2022;195
03258;Saint-Rémy-en-Rollat;2022;389
03259;Saint-Sauvier;2022;107
03260;Saint-Sornin;2022;56
03261;Sainte-Thérence;2022;35
03262;Saint-Victor;2022;587
03263;Saint-Voir;2022;47
03264;Saint-Yorre;2022;702
03265;Saligny-sur-Roudon;2022;183
03266;Sanssat;2022;56
03267;Saulcet;2022;163
03268;Saulzet;2022;104
03269;Sauvagny;2022;19
03270;Sazeret;2022;20
03271;Serbannes;2022;215
03272;Servilly;2022;70
03273;Seuillet;2022;102
03274;Sorbier;2022;80
03275;Souvigny;2022;473
03276;Sussat;2022;29
03277;Target;2022;55
03278;Taxat-Senat;2022;60
03279;Teillet-Argenty;2022;95
03280;Terjat;2022;54
03281;Le Theil;2022;110
03282;Theneuille;2022;109
03283;Thiel-sur-Acolin;2022;251
03284;Thionne;2022;90
03285;Tortezais;2022;40
03286;Toulon-sur-Allier;2022;346
03287;Treban;2022;91
03288;Treignat;2022;124
03289;Treteau;2022;148
03290;Trévol;2022;376
03291;Trézelles;2022;104
03292;Tronget;2022;284
03293;Urçay;2022;93
03294;Ussel-d'Allier;2022;54
03295;Valignat;2022;15
03296;Valigny;2022;133
03297;Vallon-en-Sully;2022;554
03298;Varennes-sur-Allier;2022;1050
03299;Varennes-sur-Tèche;2022;59
03300;Vaumas;2022;131
03301;Vaux;2022;206
03302;Veauce;2022;12
03303;Venas;2022;56
03304;Vendat;2022;619
03305;Verneix;2022;117
03306;Le Vernet;2022;511
03307;Verneuil-en-Bourbonnais;2022;78
03308;Vernusse;2022;36
03309;Le Veurdre;2022;153
03310;Vichy;2022;9122
03311;Vicq;2022;82
03312;Vieure;2022;69
03313;Le Vilhain;2022;76
03314;Villebret;2022;280
03315;Villefranche-d'Allier;2022;318
03316;Villeneuve-sur-Allier;2022;195
03317;Viplaix;2022;100
03319;Voussac;2022;117
03320;Ygrande;2022;219
03321;Yzeure;2022;3539
04001;Aiglun;2022;473
04004;Allemagne-en-Provence;2022;140
04005;Allons;2022;40
04006;Allos;2022;203
04007;Angles;2022;23
04008;Annot;2022;312
04009;Archail;2022;5
04012;Aubenas-les-Alpes;2022;22
04013;Aubignosc;2022;136
04016;Authon;2022;14
04017;Auzet;2022;27
04018;Banon;2022;356
04019;Barcelonnette;2022;702
04020;Barles;2022;24
04021;Barras;2022;36
04022;Barrême;2022;121
04023;Bayons;2022;65
04024;Beaujeu;2022;22
04025;Beauvezer;2022;103
04026;Bellaffaire;2022;55
04027;Bevons;2022;41
04028;Beynes;2022;46
04030;Blieux;2022;19
04031;Bras-d'Asse;2022;159
04032;Braux;2022;65
04033;Ubaye-Serre-Ponçon;2022;194
04034;La Brillanne;2022;194
04035;Brunet;2022;75
04036;Le Brusquet;2022;225
04037;Le Caire;2022;24
04039;Castellane;2022;449
04040;Le Castellard-Mélan;2022;17
04041;Le Castellet;2022;64
04042;Castellet-lès-Sausses;2022;53
04043;Val-de-Chalvagne;2022;30
04045;Céreste-en-Luberon;2022;377
04046;Le Chaffaut-Saint-Jurson;2022;136
04047;Champtercier;2022;241
04049;Château-Arnoux-Saint-Auban;2022;1423
04050;Châteaufort;2022;8
04051;Châteauneuf-Miravail;2022;28
04053;Châteauneuf-Val-Saint-Donat;2022;141
04054;Châteauredon;2022;18
04055;Chaudon-Norante;2022;55
04057;Clamensane;2022;46
04058;Claret;2022;55
04059;Clumanc;2022;77
04061;Colmars;2022;190
04062;La Condamine-Châtelard;2022;35
04063;Corbières-en-Provence;2022;238
04065;Cruis;2022;252
04066;Curbans;2022;87
04067;Curel;2022;16
04068;Dauphin;2022;222
04069;Demandolx;2022;36
04070;Digne-les-Bains;2022;4781
04072;Draix;2022;20
04073;Enchastrayes;2022;146
04074;Entrages;2022;29
04075;Entrepierres;2022;107
04076;Entrevaux;2022;294
04077;Entrevennes;2022;46
04079;L'Escale;2022;389
04081;Esparron-de-Verdon;2022;157
04084;Estoublon;2022;154
04085;Faucon-du-Caire;2022;23
04086;Faucon-de-Barcelonnette;2022;71
04087;Fontienne;2022;41
04088;Forcalquier;2022;1503
04090;Le Fugeret;2022;62
04091;Ganagobie;2022;23
04092;La Garde;2022;33
04093;Gigors;2022;16
04094;Gréoux-les-Bains;2022;897
04095;L'Hospitalet;2022;36
04096;Jausiers;2022;299
04097;La Javie;2022;98
04099;Lambruisse;2022;42
04101;Lardiers;2022;65
04102;Le Lauzet-Ubaye;2022;55
04104;Limans;2022;60
04106;Lurs;2022;123
04107;Majastres;2022;2
04108;Malijai;2022;489
04109;Mallefougasse-Augès;2022;112
04110;Mallemoisson;2022;242
04111;Mane;2022;413
04112;Manosque;2022;5787
04113;Marcoux;2022;130
04115;Méailles;2022;42
04116;Les Mées;2022;945
04118;Melve;2022;43
04120;Val d'Oronaye;2022;32
04121;Mézel;2022;143
04122;Mirabeau;2022;103
04123;Mison;2022;302
04124;Montagnac-Montpezat;2022;138
