BEN_RES_DPT,sej_type,type_parcours,SSR_TYPE,nb
60,PTH,OPH,DOM,39
17,PTH,OPH,DOM,38
22,PTH,OPH,DOM,38
78,PTH,OPH,DOM,38
16,PTH,OPH,DOM,37
22,PTG,OPH,DOM,37
29,PTG,OPH,DOM,37
88,PTH,OPH,DOM,36
60,PTG,OPH,DOM,35
67,PTH,OPH,DOM,35
2,PTH,OPH,DOM,34
33,PTG,OPH,HC,34
56,PTH,OPH,DOM,34
97,PTG,OPH,DOM,34
13,PTG,OPH,HC,33
54,PTG,OPH,DOM,33
57,PTH,OPH,DOM,32
44,PTG,OPH,DOM,31
60,PTG,OPH,HC,31
62,PTG,OPH,HC,31
85,PTG,OPH,DOM,31
17,PTG,OPH,DOM,30
27,PTH,OPH,DOM,30
59,PTH,OPH,HC,30
97,PTG,OPH,HC,30
29,PTG,OPH,HC,29
30,PTH,OPH,DOM,29
40,PTG,OPH,DOM,29
54,PTH,OPH,DOM,29
57,PTG,OPH,DOM,29
76,PTG,OPH,HC,29
40,PTH,OPH,DOM,28
91,PTH,OPH,DOM,28
13,PTH,OPH,DOM,27
42,PTH,OPH,DOM,27
44,PTG,OPH,HC,27
77,PTG,OPH,DOM,27
78,PTG,OPH,HC,27
11,PTG,OPH,HC,26
13,PTH,OPH,HC,26
17,PTG,OPH,HC,26
31,PTH,OPH,DOM,26
51,PTH,OPH,DOM,26
69,PTH,OPH,DOM,26
72,PTH,OPH,DOM,26
75,PTH,OPH,DOM,26
91,PTG,OPH,HC,26
6,PTG,OPH,HC,25
30,PTH,OPH,HC,25
54,PTG,OPH,HC,25
1,PTG,OPH,HC,24
30,PTG,OPH,HC,24
31,PTH,OPH,HC,24
45,PTH,OPH,DOM,24
66,PTG,OPH,DOM,24
85,PTH,OPH,DOM,24
34,PTG,OPH,HC,23
41,PTH,OPH,DOM,23
58,PTG,OPH,DOM,23
62,PTG,OPH,DOM,23
63,PTH,OPH,DOM,23
64,PTG,OPH,HC,23
68,PTG,OPH,HC,23
78,PTG,OPH,DOM,23
86,PTH,OPH,DOM,23
88,PTG,OPH,HC,23
95,PTH,OPH,DOM,23
24,PTH,OPH,DOM,22
29,PTH,OPH,HC,22
64,PTH,OPH,DOM,22
83,PTG,OPH,HC,22
16,PTG,OPH,DOM,21
38,PTH,OPH,DOM,21
45,PTG,OPH,HC,21
68,PTG,OPH,DOM,21
71,PTH,OPH,DOM,21
77,PTG,OPH,HC,21
84,PTH,OPH,DOM,21
86,PTG,OPH,DOM,21
3,PTG,OPH,DOM,20
3,PTH,OPH,DOM,20
11,PTH,OPH,DOM,20
22,PTG,OPH,HC,20
27,PTG,OPH,HC,20
31,PTG,OPH,DOM,20
37,PTH,OPH,DOM,20
38,PTG,OPH,DOM,20
38,PTG,OPH,HC,20
49,PTG,OPH,DOM,20
49,PTH,OPH,DOM,20
51,PTG,OPH,DOM,20
63,PTG,OPH,DOM,20
68,PTH,OPH,DOM,20
83,PTG,OPH,DOM,20
2,PTG,OPH,DOM,19
6,PTH,OPH,DOM,19
13,PTG,OPH,DOM,19
14,PTH,OPH,DOM,19
42,PTG,OPH,HC,19
44,PTH,OPH,HC,19
66,PTG,OPH,HC,19
83,PTH,OPH,DOM,19
84,PTG,OPH,DOM,19
1,PTH,OPH,DOM,18
6,PTH,OPH,HC,18
17,PTH,OPH,HC,18
22,PTH,OPH,HC,18
26,PTH,OPH,DOM,18
35,PTG,OPH,HC,18
42,PTH,OPH,HC,18
47,PTG,OPH,DOM,18
57,PTG,OPH,HC,18
58,PTH,OPH,DOM,18
62,PTH,OPH,HC,18
63,PTG,OPH,HC,18
74,PTH,OPH,DOM,18
91,PTG,OPH,DOM,18
94,PTH,OPH,DOM,18
95,PTG,OPH,HC,18
33,PTH,OPH,HC,17
72,PTH,OPH,HC,17
74,PTG,OPH,DOM,17
76,PTH,OPH,HC,17
79,PTH,OPH,DOM,17
87,PTH,OPH,DOM,17
92,PTH,OPH,DOM,17
32,PTG,OPH,DOM,16
34,PTH,OPH,DOM,16
35,PTH,OPH,HC,16
40,PTG,OPH,HC,16
41,PTG,OPH,DOM,16
42,PTG,OPH,DOM,16
56,PTG,OPH,DOM,16
67,PTG,OPH,HC,16
69,PTG,OPH,HC,16
75,PTH,OPH,HC,16
81,PTH,OPH,DOM,16
83,PTH,OPH,HC,16
85,PTG,OPH,HC,16
24,PTG,OPH,DOM,15
27,PTG,OPH,DOM,15
27,PTH,OPH,HC,15
47,PTH,OPH,DOM,15
50,PTH,OPH,DOM,15
51,PTG,OPH,HC,15
55,PTG,OPH,DOM,15
73,PTH,OPH,DOM,15
86,PTG,OPH,HC,15
12,PTH,OPH,DOM,14
14,PTH,OPH,HC,14
21,PTH,OPH,DOM,14
25,PTH,OPH,DOM,14
26,PTH,OPH,HC,14
30,PTG,OPH,DOM,14
39,PTG,OPH,HC,14
57,PTG,OPH,HDJ,14
61,PTH,OPH,DOM,14
69,PTG,OPH,DOM,14
71,PTG,OPH,HC,14
71,PTH,OPH,HC,14
72,PTG,OPH,DOM,14
81,PTG,OPH,HC,14
84,PTG,OPH,HC,14
87,PTG,OPH,DOM,14
11,PTG,OPH,DOM,13
14,PTG,OPH,HC,13
16,PTG,OPH,HC,13
24,PTG,OPH,HC,13
39,PTH,OPH,DOM,13
49,PTG,OPH,HC,13
49,PTH,OPH,HC,13
50,PTG,OPH,HC,13
56,PTG,OPH,HC,13
67,PTH,OPH,HC,13
69,PTH,OPH,HC,13
71,PTG,OPH,DOM,13
73,PTG,OPH,DOM,13
75,PTG,OPH,DOM,13
75,PTG,OPH,HC,13
77,PTH,OPH,HC,13
79,PTG,OPH,DOM,13
81,PTG,OPH,DOM,13
6,PTG,OPH,DOM,12
16,PTH,OPH,HC,12
18,PTG,OPH,HC,12
18,PTH,OPH,DOM,12
21,PTG,OPH,DOM,12
21,PTG,OPH,HC,12
26,PTG,OPH,DOM,12
26,PTG,OPH,HC,12
41,PTH,OPH,HC,12
45,PTG,OPH,DOM,12
53,PTH,OPH,DOM,12
54,PTH,OPH,HC,12
56,PTH,OPH,HC,12
64,PTG,OPH,DOM,12
66,PTH,OPH,HC,12
74,PTG,OPH,HC,12
86,PTH,OPH,HC,12
94,PTG,OPH,HC,12
13,PTG,OPH,HDJ,11
21,PTH,OPH,HC,11
36,PTH,OPH,DOM,11
41,PTG,OPH,HC,11
47,PTG,OPH,HC,11
47,PTH,OPH,HC,11
64,PTH,OPH,HC,11
72,PTG,OPH,HC,11
85,PTH,OPH,HC,11
87,PTG,OPH,HDJ,11
92,PTG,OPH,DOM,11
95,PTG,OPH,DOM,11
1,PTH,OPH,HC,10
7,PTG,OPH,DOM,10
10,PTH,OPH,DOM,10
11,PTH,OPH,HC,10
25,PTG,OPH,DOM,10
28,PTG,OPH,HC,10
55,PTG,OPH,HC,10
55,PTH,OPH,DOM,10
60,PTH,OPH,HC,10
66,PTH,OPH,DOM,10
70,PTG,OPH,DOM,10
79,PTG,OPH,HC,10
80,PTH,OPH,HC,10
92,PTG,OPH,HC,10
93,PTG,OPH,HC,10
93,PTH,OPH,HC,10
94,PTG,OPH,DOM,10
2,PTG,OPH,HC,9
7,PTH,OPH,DOM,9
10,PTG,OPH,DOM,9
15,PTG,OPH,HC,9
15,PTH,OPH,DOM,9
32,PTH,OPH,DOM,9
37,PTG,OPH,HC,9
43,PTG,OPH,DOM,9
57,PTH,OPH,HC,9
61,PTG,OPH,HC,9
65,PTG,OPH,HC,9
84,PTH,OPH,HC,9
92,PTH,OPH,HC,9
93,PTH,OPH,DOM,9
1,PTG,OPH,DOM,8
3,PTG,OPH,HC,8
7,PTG,OPH,HC,8
8,PTH,OPH,DOM,8
10,PTG,OPH,HC,8
31,PTG,OPH,HDJ,8
34,PTG,OPH,DOM,8
37,PTH,OPH,HC,8
39,PTG,OPH,DOM,8
43,PTH,OPH,DOM,8
45,PTH,OPH,HC,8
50,PTH,OPH,HC,8
52,PTG,OPH,DOM,8
58,PTH,OPH,HC,8
65,PTH,OPH,DOM,8
65,PTH,OPH,HC,8
81,PTH,OPH,HC,8
82,PTG,OPH,DOM,8
91,PTH,OPH,HC,8
93,PTG,OPH,DOM,8
94,PTH,OPH,HC,8
3,PTH,OPH,HC,7
4,PTG,OPH,HC,7
5,PTH,OPH,DOM,7
9,PTH,OPH,HC,7
11,PTG,OPH,HDJ,7
12,PTG,OPH,HC,7
19,PTG,OPH,HC,7
23,PTH,OPH,DOM,7
25,PTG,OPH,HC,7
25,PTH,OPH,HC,7
32,PTG,OPH,HC,7
43,PTH,OPH,HC,7
51,PTH,OPH,HC,7
58,PTG,OPH,HC,7
61,PTG,OPH,DOM,7
65,PTG,OPH,DOM,7
66,PTG,OPH,HDJ,7
68,PTG,OPH,HDJ,7
68,PTH,OPH,HC,7
70,PTG,OPH,HC,7
73,PTH,OPH,HC,7
79,PTH,OPH,HC,7
82,PTH,OPH,DOM,7
95,PTH,OPH,HC,7
97,PTG,OPH,,7
97,PTH,OPH,DOM,7
97,PTH,OPH,HC,7
8,PTG,OPH,DOM,6
8,PTG,OPH,HC,6
9,PTG,OPH,HC,6
15,PTH,OPH,HC,6
18,PTG,OPH,DOM,6
20,PTH,OPH,DOM,6
23,PTG,OPH,DOM,6
28,PTG,OPH,DOM,6
28,PTH,OPH,DOM,6
37,PTG,OPH,DOM,6
38,PTH,OPH,HC,6
43,PTG,OPH,HC,6
46,PTG,OPH,DOM,6
46,PTG,OPH,HC,6
59,PTG,OPH,HDJ,6
63,PTH,OPH,HC,6
70,PTH,OPH,DOM,6
73,PTG,OPH,HC,6
77,PTG,OPH,HDJ,6
78,PTH,OPH,HC,6
83,PTH,OPH,HDJ,6
88,PTH,OPH,HC,6
89,PTH,OPH,DOM,6
95,PTG,OPH,HDJ,6
9,PTH,OPH,DOM,5
12,PTH,OPH,HC,5
13,PTH,OPH,HDJ,5
18,PTH,OPH,HC,5
19,PTH,OPH,DOM,5
23,PTG,OPH,HC,5
24,PTH,OPH,HC,5
28,PTH,OPH,HC,5
32,PTH,OPH,HC,5
34,PTH,OPH,HC,5
40,PTH,OPH,HC,5
53,PTH,OPH,HC,5
67,PTH,OPH,HDJ,5
69,PTG,OPH,HDJ,5
70,PTH,OPH,HC,5
80,PTH,OPH,DOM,5
82,PTG,OPH,HC,5
82,PTH,OPH,HC,5
83,PTG,OPH,HDJ,5
87,PTG,OPH,HC,5
89,PTG,OPH,DOM,5
93,PTG,OPH,HDJ,5
2,PTH,OPH,HC,4
4,PTH,OPH,DOM,4
5,PTH,OPH,HC,4
6,PTH,OPH,,4
7,PTH,OPH,HC,4
12,PTG,OPH,DOM,4
13,PTG,OPH,HC_HDJ,4
14,PTG,OPH,DOM,4
15,PTG,OPH,DOM,4
20,PTG,OPH,HC,4
36,PTH,OPH,HC,4
46,PTH,OPH,DOM,4
46,PTH,OPH,HC,4
53,PTG,OPH,DOM,4
55,PTH,OPH,HC,4
61,PTH,OPH,HC,4
69,PTG,OPH,,4
74,PTH,OPH,HC,4
89,PTG,OPH,HC,4
89,PTH,OPH,HC,4
91,PTG,OPH,HDJ,4
3,PTH,OPH,,3
13,PTH,OPH,,3
17,PTG,OPH,,3
23,PTH,OPH,HC,3
27,PTG,OPH,HDJ,3
29,PTG,OPH,HDJ,3
29,PTH,OPH,,3
33,PTH,OPH,,3
36,PTG,OPH,DOM,3
50,PTG,OPH,DOM,3
52,PTH,OPH,DOM,3
55,PTH,OPH,,3
57,PTG,OPH,,3
59,PTH,OPH,,3
63,PTG,OPH,HDJ,3
67,PTG,OPH,,3
74,PTG,OPH,HDJ,3
74,PTH,OPH,,3
75,PTG,OPH,,3
75,PTG,OPH,HDJ,3
78,PTG,OPH,HC_HDJ,3
78,PTG,OPH,HDJ,3
85,PTH,OPH,,3
91,PTH,OPH,,3
92,PTH,OPH,,3
97,PTG,OPH,HDJ,3
99,PTG,OPH,HC,3
99,PTH,OPH,DOM,3
3,PTG,OPH,HDJ,2
4,PTH,OPH,,2
4,PTH,OPH,HC,2
5,PTG,OPH,DOM,2
5,PTG,OPH,HC,2
6,PTG,OPH,HDJ,2
6,PTH,OPH,HDJ,2
7,PTG,OPH,,2
7,PTH,OPH,,2
9,PTG,OPH,DOM,2
11,PTG,OPH,HC_HDJ,2
11,PTH,OPH,,2
17,PTG,OPH,HC_HDJ,2
17,PTH,OPH,,2
19,PTG,OPH,DOM,2
20,PTG,OPH,DOM,2
22,PTG,OPH,,2
27,PTG,OPH,,2
29,PTG,OPH,,2
31,PTG,OPH,HC_HDJ,2
31,PTH,OPH,,2
32,PTG,OPH,,2
34,PTG,OPH,HDJ,2
36,PTG,OPH,HC,2
38,PTG,OPH,,2
39,PTH,OPH,HC,2
41,PTG,OPH,,2
42,PTG,OPH,HDJ,2
44,PTG,OPH,HC_HDJ,2
44,PTG,OPH,HDJ,2
46,PTH,OPH,,2
48,PTG,OPH,HC,2
48,PTH,OPH,HC,2
51,PTG,OPH,,2
52,PTG,OPH,HC,2
53,PTG,OPH,HC,2
55,PTG,OPH,,2
59,PTG,OPH,HC_HDJ,2
63,PTH,OPH,HDJ,2
64,PTH,OPH,,2
66,PTH,OPH,,2
69,PTG,OPH,HC_HDJ,2
72,PTG,OPH,HDJ,2
76,PTG,OPH,HDJ,2
78,PTG,OPH,,2
78,PTH,OPH,,2
80,PTG,OPH,HC,2
83,PTG,OPH,,2
83,PTH,OPH,HC_HDJ,2
84,PTG,OPH,,2
84,PTG,OPH,HDJ,2
84,PTH,OPH,,2
86,PTG,OPH,,2
90,PTG,OPH,HC,2
90,PTH,OPH,DOM,2
91,PTG,OPH,,2
91,PTH,OPH,HDJ,2
94,PTG,OPH,,2
99,PTG,OPH,DOM,2
1,PTG,OPH,HDJ,1
1,PTH,OPH,,1
1,PTH,OPH,HDJ,1
2,PTG,OPH,HC_HDJ,1
2,PTH,OPH,,1
4,PTG,OPH,,1
4,PTG,OPH,DOM,1
4,PTG,OPH,HC_HDJ,1
5,PTG,OPH,,1
6,PTG,OPH,,1
6,PTG,OPH,HC_HDJ,1
6,PTH,OPH,HC_HDJ,1
10,PTH,OPH,,1
10,PTH,OPH,HC,1
11,PTG,OPH,,1
11,PTH,OPH,HDJ,1
14,PTG,OPH,HDJ,1
14,PTH,OPH,,1
16,PTH,OPH,,1
17,PTG,OPH,HDJ,1
18,PTG,OPH,HDJ,1
18,PTH,OPH,,1
18,PTH,OPH,HDJ,1
19,PTG,OPH,HDJ,1
19,PTH,OPH,HC,1
20,PTG,OPH,HDJ,1
20,PTH,OPH,,1
21,PTG,OPH,HDJ,1
22,PTH,OPH,,1
23,PTG,OPH,HC_HDJ,1
26,PTG,OPH,,1
28,PTG,OPH,HC_HDJ,1
28,PTG,OPH,HDJ,1
28,PTH,OPH,,1
29,PTG,OPH,HC_HDJ,1
29,PTH,OPH,HC_HDJ,1
29,PTH,OPH,HDJ,1
30,PTG,OPH,HC_HDJ,1
30,PTG,OPH,HDJ,1
30,PTH,OPH,,1
30,PTH,OPH,HC_HDJ,1
31,PTG,OPH,,1
31,PTH,OPH,HC_HDJ,1
32,PTG,OPH,HDJ,1
33,PTG,OPH,HDJ,1
33,PTH,OPH,HC_HDJ,1
34,PTG,OPH,,1
34,PTH,OPH,,1
35,PTG,OPH,HC_HDJ,1
35,PTG,OPH,HDJ,1
35,PTH,OPH,,1
36,PTH,OPH,,1
36,PTH,OPH,HDJ,1
38,PTG,OPH,HDJ,1
39,PTG,OPH,,1
39,PTH,OPH,,1
40,PTG,OPH,HDJ,1
42,PTG,OPH,HC_HDJ,1
44,PTH,OPH,,1
44,PTH,OPH,HDJ,1
45,PTH,OPH,,1
48,PTH,OPH,DOM,1
49,PTH,OPH,,1
50,PTG,OPH,,1
50,PTG,OPH,HC_HDJ,1
50,PTH,OPH,,1
51,PTH,OPH,,1
52,PTH,OPH,HC,1
54,PTG,OPH,,1
54,PTG,OPH,HC_HDJ,1
54,PTG,OPH,HDJ,1
55,PTG,OPH,HC_HDJ,1
56,PTG,OPH,HC_HDJ,1
57,PTG,OPH,HC_HDJ,1
57,PTH,OPH,,1
58,PTG,OPH,,1
58,PTH,OPH,,1
59,PTG,OPH,,1
60,PTG,OPH,,1
60,PTG,OPH,HC_HDJ,1
63,PTG,OPH,,1
63,PTG,OPH,HC_HDJ,1
64,PTG,OPH,HDJ,1
64,PTH,OPH,HC_HDJ,1
65,PTG,OPH,HC_HDJ,1
65,PTH,OPH,,1
66,PTH,OPH,HDJ,1
67,PTG,OPH,HDJ,1
68,PTH,OPH,HC_HDJ,1
68,PTH,OPH,HDJ,1
69,PTH,OPH,HC_HDJ,1
69,PTH,OPH,HDJ,1
70,PTG,OPH,,1
71,PTH,OPH,,1
72,PTG,OPH,,1
73,PTH,OPH,,1
74,PTG,OPH,HC_HDJ,1
75,PTH,OPH,,1
75,PTH,OPH,HC_HDJ,1
75,PTH,OPH,HDJ,1
76,PTG,OPH,,1
76,PTH,OPH,,1
77,PTG,OPH,HC_HDJ,1
77,PTH,OPH,,1
77,PTH,OPH,HC_HDJ,1
78,PTH,OPH,HC_HDJ,1
80,PTG,OPH,DOM,1
81,PTG,OPH,HC_HDJ,1
81,PTH,OPH,HDJ,1
83,PTG,OPH,HC_HDJ,1
83,PTH,OPH,,1
85,PTG,OPH,HC_HDJ,1
86,PTG,OPH,HC_HDJ,1
87,PTG,OPH,,1
87,PTH,OPH,HC,1
88,PTG,OPH,,1
88,PTG,OPH,HDJ,1
88,PTH,OPH,,1
89,PTG,OPH,,1
89,PTG,OPH,HC_HDJ,1
91,PTG,OPH,HC_HDJ,1
92,PTG,OPH,,1
92,PTG,OPH,HC_HDJ,1
92,PTG,OPH,HDJ,1
93,PTG,OPH,HC_HDJ,1
93,PTH,OPH,HC_HDJ,1
94,PTG,OPH,HC_HDJ,1
95,PTH,OPH,,1
98,PTH,OPH,DOM,1
99,PTH,OPH,HC,1
209,PTG,OPH,HC,1
991,PTH,OPH,HC,1
67,PTG,OPH + ORL,DOM,5
83,PTH,OPH + ORL,DOM,5
95,PTH,OPH + ORL,DOM,4
13,PTG,OPH + ORL,DOM,3
16,PTH,OPH + ORL,DOM,3
51,PTG,OPH + ORL,HC,3
54,PTG,OPH + ORL,HC,3
56,PTH,OPH + ORL,DOM,3
69,PTG,OPH + ORL,DOM,3
77,PTH,OPH + ORL,DOM,3
78,PTG,OPH + ORL,HC,3
92,PTH,OPH + ORL,DOM,3
3,PTG,OPH + ORL,HC,2
6,PTG,OPH + ORL,HC,2
6,PTH,OPH + ORL,DOM,2
7,PTH,OPH + ORL,DOM,2
13,PTG,OPH + ORL,HC,2
13,PTH,OPH + ORL,DOM,2
16,PTG,OPH + ORL,HC,2
22,PTG,OPH + ORL,DOM,2
22,PTH,OPH + ORL,DOM,2
26,PTG,OPH + ORL,DOM,2
29,PTH,OPH + ORL,DOM,2
30,PTH,OPH + ORL,DOM,2
31,PTG,OPH + ORL,DOM,2
33,PTG,OPH + ORL,DOM,2
38,PTG,OPH + ORL,DOM,2
40,PTG,OPH + ORL,HC,2
45,PTH,OPH + ORL,DOM,2
57,PTG,OPH + ORL,HC,2
57,PTH,OPH + ORL,DOM,2
59,PTG,OPH + ORL,DOM,2
64,PTG,OPH + ORL,HC,2
69,PTH,OPH + ORL,DOM,2
76,PTH,OPH + ORL,DOM,2
77,PTG,OPH + ORL,DOM,2
83,PTG,OPH + ORL,HC,2
93,PTG,OPH + ORL,HC,2
95,PTG,OPH + ORL,HC,2
97,PTG,OPH + ORL,HC,2
2,PTH,OPH + ORL,DOM,1
2,PTH,OPH + ORL,HC,1
3,PTH,OPH + ORL,DOM,1
5,PTG,OPH + ORL,HC,1
6,PTH,OPH + ORL,HC,1
9,PTH,OPH + ORL,HC,1
10,PTG,OPH + ORL,DOM,1
10,PTG,OPH + ORL,HC,1
11,PTG,OPH + ORL,HC,1
11,PTH,OPH + ORL,DOM,1
13,PTG,OPH + ORL,HC_HDJ,1
13,PTH,OPH + ORL,HC_HDJ,1
14,PTG,OPH + ORL,DOM,1
14,PTG,OPH + ORL,HC,1
14,PTH,OPH + ORL,DOM,1
17,PTG,OPH + ORL,DOM,1
17,PTG,OPH + ORL,HC,1
17,PTH,OPH + ORL,DOM,1
24,PTH,OPH + ORL,DOM,1
25,PTG,OPH + ORL,HC,1
26,PTG,OPH + ORL,HC,1
26,PTH,OPH + ORL,DOM,1
27,PTG,OPH + ORL,DOM,1
27,PTG,OPH + ORL,HC,1
27,PTH,OPH + ORL,DOM,1
28,PTG,OPH + ORL,DOM,1
29,PTG,OPH + ORL,DOM,1
29,PTG,OPH + ORL,HC,1
29,PTG,OPH + ORL,HC_HDJ,1
29,PTH,OPH + ORL,,1
29,PTH,OPH + ORL,HC,1
29,PTH,OPH + ORL,HC_HDJ,1
30,PTG,OPH + ORL,HC,1
32,PTG,OPH + ORL,,1
32,PTG,OPH + ORL,DOM,1
32,PTH,OPH + ORL,HC,1
33,PTH,OPH + ORL,HC,1
34,PTH,OPH + ORL,DOM,1
34,PTH,OPH + ORL,HC,1
35,PTG,OPH + ORL,DOM,1
35,PTG,OPH + ORL,HC,1
35,PTH,OPH + ORL,DOM,1
35,PTH,OPH + ORL,HC,1
36,PTH,OPH + ORL,DOM,1
37,PTG,OPH + ORL,DOM,1
38,PTH,OPH + ORL,DOM,1
39,PTH,OPH + ORL,DOM,1
40,PTG,OPH + ORL,DOM,1
40,PTH,OPH + ORL,DOM,1
41,PTH,OPH + ORL,DOM,1
42,PTG,OPH + ORL,DOM,1
43,PTG,OPH + ORL,HC,1
43,PTH,OPH + ORL,HC,1
44,PTG,OPH + ORL,HC,1
44,PTH,OPH + ORL,DOM,1
45,PTH,OPH + ORL,HC,1
46,PTG,OPH + ORL,DOM,1
46,PTH,OPH + ORL,DOM,1
47,PTG,OPH + ORL,HC,1
48,PTH,OPH + ORL,DOM,1
49,PTH,OPH + ORL,DOM,1
51,PTG,OPH + ORL,HDJ,1
53,PTH,OPH + ORL,DOM,1
54,PTG,OPH + ORL,DOM,1
58,PTH,OPH + ORL,DOM,1
59,PTG,OPH + ORL,HC,1
59,PTH,OPH + ORL,,1
59,PTH,OPH + ORL,HC,1
60,PTG,OPH + ORL,,1
60,PTG,OPH + ORL,DOM,1
60,PTH,OPH + ORL,HC,1
62,PTG,OPH + ORL,DOM,1
63,PTG,OPH + ORL,DOM,1
64,PTG,OPH + ORL,DOM,1
64,PTG,OPH + ORL,HDJ,1
64,PTH,OPH + ORL,HC,1
67,PTG,OPH + ORL,HC,1
67,PTH,OPH + ORL,DOM,1
68,PTG,OPH + ORL,DOM,1
69,PTH,OPH + ORL,HC,1
71,PTG,OPH + ORL,DOM,1
71,PTG,OPH + ORL,HDJ,1
72,PTG,OPH + ORL,HC,1
73,PTH,OPH + ORL,DOM,1
74,PTG,OPH + ORL,DOM,1
74,PTG,OPH + ORL,HC,1
74,PTH,OPH + ORL,DOM,1
75,PTG,OPH + ORL,HDJ,1
75,PTH,OPH + ORL,DOM,1
75,PTH,OPH + ORL,HC,1
76,PTG,OPH + ORL,HDJ,1
77,PTH,OPH + ORL,HC,1
78,PTG,OPH + ORL,DOM,1
78,PTH,OPH + ORL,HC,1
79,PTG,OPH + ORL,HC,1
79,PTH,OPH + ORL,DOM,1
81,PTG,OPH + ORL,HC,1
82,PTG,OPH + ORL,HC,1
83,PTG,OPH + ORL,DOM,1
84,PTG,OPH + ORL,HC,1
84,PTH,OPH + ORL,DOM,1
84,PTH,OPH + ORL,HC,1
85,PTH,OPH + ORL,DOM,1
86,PTG,OPH + ORL,HC,1
86,PTH,OPH + ORL,HC,1
88,PTG,OPH + ORL,HC,1
88,PTH,OPH + ORL,DOM,1
90,PTG,OPH + ORL,DOM,1
90,PTH,OPH + ORL,DOM,1
91,PTH,OPH + ORL,DOM,1
93,PTH,OPH + ORL,DOM,1
94,PTG,OPH + ORL,HC,1
95,PTG,OPH + ORL,DOM,1
95,PTH,OPH + ORL,,1
97,PTG,OPH + ORL,DOM,1
97,PTH,OPH + ORL,DOM,1
97,PTH,OPH + ORL,HC,1
97,PTH,OPH + ORL,HDJ,1
75,PTH,OPH + ORL + RHUMA,HC,5
31,PTG,OPH + ORL + RHUMA,HC,2
45,PTH,OPH + ORL + RHUMA,DOM,2
59,PTH,OPH + ORL + RHUMA,DOM,2
78,PTH,OPH + ORL + RHUMA,HC,2
6,PTH,OPH + ORL + RHUMA,,1
6,PTH,OPH + ORL + RHUMA,HC,1
11,PTH,OPH + ORL + RHUMA,DOM,1
12,PTH,OPH + ORL + RHUMA,HC,1
13,PTH,OPH + ORL + RHUMA,HC,1
14,PTG,OPH + ORL + RHUMA,HC,1
14,PTH,OPH + ORL + RHUMA,HC,1
16,PTG,OPH + ORL + RHUMA,,1
22,PTH,OPH + ORL + RHUMA,DOM,1
22,PTH,OPH + ORL + RHUMA,HC,1
26,PTG,OPH + ORL + RHUMA,HC,1
29,PTG,OPH + ORL + RHUMA,DOM,1
29,PTH,OPH + ORL + RHUMA,HC,1
33,PTH,OPH + ORL + RHUMA,DOM,1
33,PTH,OPH + ORL + RHUMA,HC,1
34,PTG,OPH + ORL + RHUMA,,1
34,PTH,OPH + ORL + RHUMA,DOM,1
35,PTH,OPH + ORL + RHUMA,DOM,1
38,PTH,OPH + ORL + RHUMA,DOM,1
40,PTH,OPH + ORL + RHUMA,DOM,1
44,PTG,OPH + ORL + RHUMA,DOM,1
45,PTG,OPH + ORL + RHUMA,DOM,1
49,PTG,OPH + ORL + RHUMA,DOM,1
51,PTG,OPH + ORL + RHUMA,DOM,1
54,PTG,OPH + ORL + RHUMA,HC,1
54,PTH,OPH + ORL + RHUMA,DOM,1
54,PTH,OPH + ORL + RHUMA,HC,1
57,PTH,OPH + ORL + RHUMA,HC,1
59,PTG,OPH + ORL + RHUMA,DOM,1
59,PTG,OPH + ORL + RHUMA,HC,1
62,PTH,OPH + ORL + RHUMA,HC,1
63,PTG,OPH + ORL + RHUMA,DOM,1
63,PTH,OPH + ORL + RHUMA,DOM,1
63,PTH,OPH + ORL + RHUMA,HC,1
64,PTG,OPH + ORL + RHUMA,HC,1
64,PTH,OPH + ORL + RHUMA,DOM,1
66,PTG,OPH + ORL + RHUMA,HC,1
67,PTG,OPH + ORL + RHUMA,HC,1
67,PTH,OPH + ORL + RHUMA,DOM,1
67,PTH,OPH + ORL + RHUMA,HC,1
69,PTG,OPH + ORL + RHUMA,DOM,1
74,PTG,OPH + ORL + RHUMA,DOM,1
75,PTG,OPH + ORL + RHUMA,,1
75,PTG,OPH + ORL + RHUMA,DOM,1
76,PTH,OPH + ORL + RHUMA,DOM,1
77,PTG,OPH + ORL + RHUMA,HC,1
77,PTH,OPH + ORL + RHUMA,HC,1
78,PTG,OPH + ORL + RHUMA,HC_HDJ,1
78,PTH,OPH + ORL + RHUMA,DOM,1
83,PTG,OPH + ORL + RHUMA,HC,1
86,PTG,OPH + ORL + RHUMA,DOM,1
89,PTH,OPH + ORL + RHUMA,DOM,1
92,PTG,OPH + ORL + RHUMA,DOM,1
92,PTH,OPH + ORL + RHUMA,DOM,1
94,PTH,OPH + ORL + RHUMA,HC,1
95,PTG,OPH + ORL + RHUMA,HC,1
95,PTH,OPH + ORL + RHUMA,HC,1
97,PTH,OPH + ORL + RHUMA,HC,1
31,PTG,OPH + ORL + RHUMA + URO,DOM,1
13,PTH,OPH + ORL + URO,HC,1
14,PTG,OPH + ORL + URO,HC,1
27,PTH,OPH + ORL + URO,DOM,1
35,PTG,OPH + ORL + URO,DOM,1
37,PTG,OPH + ORL + URO,DOM,1
38,PTG,OPH + ORL + URO,DOM,1
39,PTH,OPH + ORL + URO,DOM,1
56,PTG,OPH + ORL + URO,HC,1
67,PTG,OPH + ORL + URO,DOM,1
